"SubmissionDate","start","end","Enumerator","agf","localname","genus","species","newspecies","dbh","height","canopy diameter","latitude","longitude","altitude","accuracy","key","genus_species","height_m","genusCorr","speciesCorr","meanWD","sdWD","family","AGB","AGB_Chave2014"
2024-10-12 20:31:43.858,2024-10-12 12:35:30.342,2024-10-12 12:36:47.319,"henry_oindi","natural_forest_agroforestry","Acacia","acacia","nilotica","no",47,700,450,-1.2831034,35.9732266,1738.8,4.9,"uuid:d04c1c68-a97d-464d-a544-7cfc389126ad","Acacia nilotica",7,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",53.8865184990276,601.838720624112
2024-10-12 20:29:10.427,2024-10-12 13:33:46.152,2024-10-12 13:45:55.25,"juliet_onditi","pasture_agroforestry","Acacia","acacia","mellifera","no",12,500,8,-1.332244,35.9873816,1518,4.8,"uuid:6ded9e8a-4ad7-42c1-a22b-5315bd8c58d4","Acacia mellifera",5,"Acacia","mellifera",0.947,0.0708232617216773,"Fabaceae",3.51308906450366,39.2364006232393
2024-10-12 20:28:31.709,2024-10-12 12:46:00.421,2024-10-12 12:48:36.811,"sarah_mwangi","natural_forest_agroforestry","Acacia","acacia","nilotica","no",30,250,300,-1.2828656,35.9738184,1744.3,4.96,"uuid:681d2acc-98cd-4bbf-add7-8e9c0c39c329","Acacia nilotica",2.5,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",8.21220075431019,91.7190520588486
2024-10-12 20:26:19.758,2024-10-12 11:09:29.856,2024-10-12 11:11:04.951,"henry_oindi","natural_forest_agroforestry","Acacia","acacia","drepanolobium","no",18,230,80,-1.1680071,35.9624947,1797.1,4.76,"uuid:005c7016-d319-4e12-a9e5-3ee47201714c","Acacia drepanolobium",2.3,"Acacia","drepanolobium",0.787831280193237,0.0941339098036177,"Fabaceae",3.03579320795869,33.9056586183091
2024-10-12 20:26:16.441,2024-10-12 12:29:29.499,2024-10-12 12:30:57.292,"juliet_onditi","natural_forest_agroforestry","Acacia","acacia","nilotica","no",6,230,3,-1.2828748,35.973511,1724.5,4.94,"uuid:386a82f6-bb1b-4999-8a7e-e5bd26e0ff35","Acacia nilotica",2.3,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",0.327135012812074,3.65365072872028
2024-10-12 20:25:47.545,2024-10-12 12:26:17.654,2024-10-12 12:27:57.88,"juliet_onditi","natural_forest_agroforestry","Acacia","acacia","nilotica","no",18,200,6,-1.2827945,35.9736373,1724.4,4.816,"uuid:08062b38-357f-4876-9a6a-16eed09f6244","Acacia nilotica",2,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",2.43683781573251,27.2161459719349
2024-10-12 20:25:39.571,2024-10-12 12:40:35.599,2024-10-12 12:44:23.518,"sarah_mwangi","natural_forest_agroforestry","Acacia","acacia","nilotica","no",30,350,300,-1.2827444,35.9737593,1744.2,4.9,"uuid:ee5d98e7-5f9b-4a56-b150-fe06eb7626c8","Acacia nilotica",3.5,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",11.4046121513024,127.373921669812
2024-10-12 20:25:21.729,2024-10-12 11:27:45.016,2024-10-12 11:29:12.439,"juliet_onditi","natural_forest_agroforestry","Acacia","acacia","drepanolobium","no",3,150,2,-1.1681595,35.9619236,1797.6,4.98,"uuid:8249ba0e-b65a-4124-a50d-142390ad8d74","Acacia drepanolobium",1.5,"Acacia","drepanolobium",0.787831280193237,0.0941339098036177,"Fabaceae",0.0605535550234224,0.676300401281185
2024-10-12 20:23:59.034,2024-10-12 11:00:39.232,2024-10-12 11:02:04.375,"henry_oindi","natural_forest_agroforestry","Acacia","acacia","drepanolobium","no",6,110,60,-1.1677039,35.9627863,1797.3,4.98,"uuid:2e740f07-e7bb-4976-a721-632d952cf048","Acacia drepanolobium",1.1,"Acacia","drepanolobium",0.787831280193237,0.0941339098036177,"Fabaceae",0.173094946370312,1.93323383977549
2024-10-12 20:22:17.493,2024-10-12 11:06:55.789,2024-10-12 11:08:12.036,"juliet_onditi","natural_forest_agroforestry","Acacia","acacia","nilotica","no",35,500,12,-1.1679274,35.9623671,1798.1,4.96,"uuid:49636d6b-8075-456a-a09d-e175bd7e6c18","Acacia nilotica",5,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",21.8245333611536,243.750192110332
2024-10-12 20:21:46.931,2024-10-12 09:16:28.464,2024-10-12 09:17:52.601,"henry_oindi","pasture_agroforestry","Acacia","acacia","nilotica","no",35,630,470,-1.1064183,35.8932667,1917.2,4.9,"uuid:2a52d99c-c6e5-4297-8e5d-732faeabd697","Acacia nilotica",6.3,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",27.3468065640673,305.42643195571
2024-10-12 20:21:34.584,2024-10-12 11:01:28.893,2024-10-12 11:03:04.634,"juliet_onditi","natural_forest_agroforestry","Acacia","acacia","drepanolobium","no",12,300,5,-1.1678625,35.9625265,1797.6,4.583,"uuid:3d8e9498-27a4-4ab9-a7f7-8c5488a8ba55","Acacia drepanolobium",3,"Acacia","drepanolobium",0.787831280193237,0.0941339098036177,"Fabaceae",1.78306027308759,19.914344875891
2024-10-12 20:20:36.013,2024-10-12 09:15:53.461,2024-10-12 09:17:17.215,"juliet_onditi","pasture_agroforestry","Acacia","acacia","nilotica","no",35,300,8,-1.1059267,35.893565,1926.5,5,"uuid:2df7107a-3e0d-45dd-bbb4-6cb165d081de","Acacia nilotica",3,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",13.2562469833866,148.054150592464
2024-10-12 20:20:18.983,2024-10-12 09:12:27.738,2024-10-12 09:13:40.279,"juliet_onditi","pasture_agroforestry","Acacia","acacia","nilotica","no",40,250,10,-1.1061543,35.8937081,1926.5,4.9,"uuid:2b30fd0c-15ea-4361-91fe-ab37ea3355b4","Acacia nilotica",2.5,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",14.3992532952567,160.819968009553
2024-10-12 20:20:12.777,2024-10-12 09:11:13.157,2024-10-12 09:12:24.046,"juliet_onditi","pasture_agroforestry","Acacia","acacia","nilotica","no",30,250,22,-1.1061866,35.8936952,1926.6,4.96,"uuid:38098db7-7b56-4d62-8dfd-468d87cfc51c","Acacia nilotica",2.5,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",8.21220075431019,91.7190520588486
2024-10-12 20:19:52.096,2024-10-12 09:08:40.706,2024-10-12 09:09:54.816,"henry_oindi","pasture_agroforestry","Fever tree","acacia","xanthophloea","no",68,860,500,-1.1064796,35.8933223,1918.4,4.6,"uuid:08c54486-8195-443e-8340-0fbfcc341438","Acacia xanthophloea",8.6,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",141.807791996196,1583.79911129462
2024-10-12 20:19:48.858,2024-10-12 09:08:55.284,2024-10-12 09:09:59.656,"juliet_onditi","pasture_agroforestry","Acacia","acacia","nilotica","no",35,300,15,-1.1062844,35.8935713,1926.7,4.975,"uuid:8a4f2cc1-c694-4626-91fe-bd75027f8930","Acacia nilotica",3,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",13.2562469833866,148.054150592464
2024-10-12 20:19:32.119,2024-10-12 09:07:40.927,2024-10-12 09:08:51.922,"juliet_onditi","pasture_agroforestry","Acacia","acacia","nilotica","no",30,300,20,-1.1063707,35.8935322,1926.8,4.9,"uuid:aea48e94-e396-4441-b755-a00b5e1caf38","Acacia nilotica",3,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",9.81161398732521,109.582310638532
2024-10-12 20:19:10.478,2024-10-12 09:05:27.321,2024-10-12 09:07:03.181,"henry_oindi","pasture_agroforestry","Acacia","acacia","nilotica","no",54,580,630,-1.1065422,35.8933134,1918.5,3.76,"uuid:7fa15f7d-458d-440a-bb1a-a41dac47d815","Acacia nilotica",5.8,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",58.8122454059908,656.852354134023
2024-10-12 20:19:09.345,2024-10-12 09:06:04.596,2024-10-12 09:07:33.472,"juliet_onditi","pasture_agroforestry","Acacia","acacia","nilotica","no",30,250,18,-1.1064165,35.8935058,1926.9,4.9,"uuid:8d34e656-8b56-4cf0-9621-7b881a0863e1","Acacia nilotica",2.5,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",8.21220075431019,91.7190520588486
2024-10-12 20:18:43.281,2024-10-12 09:02:01.851,2024-10-12 09:04:08.325,"juliet_onditi","pasture_agroforestry","Acacia","acacia","nilotica","no",20,200,15,-1.106533,35.8936483,1927,4.5,"uuid:b8a1d4ae-b27f-47c8-baa4-3d5de9e3b293","Acacia nilotica",2,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",2.9932655487496,33.4306828224615
2024-10-12 20:18:35.762,2024-10-12 11:00:27.503,2024-10-12 11:01:55.274,"sarah_mwangi","natural_forest_agroforestry","Acacia","acacia","drepanolobium","no",25,300,330,-1.1679167,35.9625933,1790.6,4.2,"uuid:1c99f52d-6093-4ad1-bb62-437e3973c8cb","Acacia drepanolobium",3,"Acacia","drepanolobium",0.787831280193237,0.0941339098036177,"Fabaceae",7.47107555747499,83.4416971153548
2024-10-12 20:18:31.041,2024-10-12 09:00:20.788,2024-10-12 09:01:57.699,"juliet_onditi","pasture_agroforestry","Acacia","acacia","nilotica","no",30,250,15,-1.1066129,35.8934818,1927.1,4.82,"uuid:fe482acd-0c81-4c2f-b778-c003948fbc4b","Acacia nilotica",2.5,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",8.21220075431019,91.7190520588486
2024-10-12 20:17:58.507,2024-10-12 09:12:01.384,2024-10-12 09:24:41.98,"sarah_mwangi","pasture_agroforestry","Acacia","acacia","nilotica","no",40,220,330,-1.1059399,35.8937633,1923.4,4.98,"uuid:c2e190d5-733d-4602-b5f5-e6fe0b0158a6","Acacia nilotica",2.2,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",12.7102782878152,141.95642688724
2024-10-12 20:17:54.69,2024-10-12 09:02:19.836,2024-10-12 09:03:47.062,"henry_oindi","pasture_agroforestry","Acacia","acacia","nilotica","no",21,350,220,-1.10668,35.8935067,1917.3,4.3,"uuid:3f681e4e-5444-4358-80df-229cfb5fb2da","Acacia nilotica",3.5,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",5.68475686051767,63.4909601008059
2024-10-12 20:17:47.492,2024-10-12 09:08:52.314,2024-10-12 09:11:56.904,"sarah_mwangi","pasture_agroforestry","Acacia","acacia","nilotica","no",40,230,230,-1.1058516,35.8939049,1923.2,4.94,"uuid:92d9a3dc-9400-4038-b100-55e26d0c5b06","Acacia nilotica",2.3,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",13.2738495492635,148.25074718141
2024-10-12 20:17:26.172,2024-10-12 09:00:19.622,2024-10-12 09:02:14.667,"henry_oindi","pasture_agroforestry","Acacia","acacia","nilotica","no",38,600,700,-1.1066786,35.8935183,1917,4.3,"uuid:157e5081-bcdc-4a9b-a910-177e82bb3aea","Acacia nilotica",6,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",30.6155891247369,341.934263025689
2024-10-12 20:17:20.682,2024-10-12 09:05:18.636,2024-10-12 09:06:53.652,"sarah_mwangi","pasture_agroforestry","Acacia","acacia","nilotica","no",35,250,220,-1.1060904,35.8940999,1923.7,4.76,"uuid:56cc2320-5e81-48b3-9b2b-95d5ab63c359","Acacia nilotica",2.5,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",11.0953163890182,123.919510973917
2024-10-12 20:17:14.352,2024-10-12 09:02:47.274,2024-10-12 09:05:13.527,"sarah_mwangi","pasture_agroforestry","Acacia","acacia","nilotica","no",40,250,200,-1.1062732,35.8942293,1923.6,4.95,"uuid:529125e4-8c6b-4ccc-9210-1f5797f7d1d7","Acacia nilotica",2.5,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",14.3992532952567,160.819968009553
2024-10-12 20:17:05.65,2024-10-12 09:01:02.458,2024-10-12 09:02:38.486,"sarah_mwangi","pasture_agroforestry","Acacia","acacia","nilotica","no",50,350,350,-1.106895,35.8943683,1924.7,4.4,"uuid:fc208e39-3c11-40fb-aad4-898b00cff624","Acacia nilotica",3.5,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",30.9121548020865,345.246496081538
2024-10-12 20:16:55.195,2024-10-12 08:59:22.673,2024-10-12 09:00:59.135,"sarah_mwangi","pasture_agroforestry","Acacia","acacia","xanthophloea","no",55,500,450,-1.1068937,35.8942983,1924.9,4.38,"uuid:298796f6-bbac-4bfb-be01-4ad253228db0","Acacia xanthophloea",5,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",55.202011477043,616.5309782227
2024-10-12 20:16:46.528,2024-10-12 08:56:39.166,2024-10-12 08:58:27.979,"henry_oindi","pasture_agroforestry","Acacia","acacia","nilotica","no",40,640,400,-1.1068377,35.8935086,1918.5,4.52,"uuid:cc4f3ea9-ea71-42ae-b57a-8d70ccdb0792","Acacia nilotica",6.4,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",36.0397838431416,402.515100323605
2024-10-12 20:16:44.343,2024-10-12 08:54:48.808,2024-10-12 08:56:37.692,"juliet_onditi","pasture_agroforestry","Acacia","acacia","nilotica","no",8,220,7,-1.1068245,35.8936316,1927.3,4.92,"uuid:9b93b635-e202-4fb2-abe2-40f6509bbd23","Acacia nilotica",2.2,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",0.549244366258391,6.13430846724523
2024-10-12 20:16:39.661,2024-10-12 08:57:59.012,2024-10-12 08:59:16.614,"sarah_mwangi","pasture_agroforestry","Acacia","acacia","nilotica","no",30,220,200,-1.1071307,35.8944133,1925.1,4.9,"uuid:2058850f-6a62-474b-8f64-8ef01c761cc2","Acacia nilotica",2.2,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",7.24894234460561,80.9607728997026
2024-10-12 20:16:30.77,2024-10-12 08:52:21.352,2024-10-12 08:54:28.902,"juliet_onditi","pasture_agroforestry","Acacia","acacia","nilotica","no",10,240,5,-1.1070339,35.8936283,1927.3,4.62,"uuid:a12e0e5d-207e-4bf3-baff-08d960a3d1b6","Acacia nilotica",2.4,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",0.924305615966819,10.3232297219051
2024-10-12 20:16:13.04,2024-10-12 08:52:38.837,2024-10-12 08:54:11.919,"henry_oindi","pasture_agroforestry","Acacia","acacia","nilotica","no",24,520,230,-1.1068717,35.893545,1920.9,4,"uuid:82ded00d-91e9-43de-ad77-c9376ed9a97a","Acacia nilotica",5.2,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",10.8572797251383,121.2609669588
2024-10-12 20:16:05.944,2024-10-12 08:56:24.498,2024-10-12 08:57:54.475,"sarah_mwangi","pasture_agroforestry","Acacia","acacia","nilotica","no",40,220,230,-1.1072233,35.89425,1925.1,5,"uuid:ee93257a-3fa2-4079-8dd1-7a4f5bc009b1","Acacia nilotica",2.2,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",12.7102782878152,141.95642688724
2024-10-12 20:15:40.483,2024-10-12 08:52:24.781,2024-10-12 08:53:52.574,"sarah_mwangi","pasture_agroforestry","Acacia","acacia","nilotica","no",45,400,400,-1.1071136,35.8941485,1925.1,4.56,"uuid:2365ea3a-aa19-42f1-b49a-1030df859028","Acacia nilotica",4,"Acacia","nilotica",0.723333333333333,0.0708232617216773,"Fabaceae",28.6688847183034,320.192236967309
2024-10-12 20:15:33.256,2024-10-12 08:49:30.035,2024-10-12 08:52:19.925,"sarah_mwangi","pasture_agroforestry","Acacia","acacia","xanthophloea","no",55,500,400,-1.1071517,35.894165,1929,4.4,"uuid:86ae9c80-fe17-4060-af19-46990ce1383a","Acacia xanthophloea",5,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",55.202011477043,616.5309782227
2024-10-12 06:13:45.636,2024-10-11 09:00:31.897,2024-10-11 09:02:33.451,"david_makori","cropland_agroforestry","Acacia","acacia","xanthophloea","no",55,850,450,-0.8572448,35.4048926,1956.6,4.98,"uuid:a8f39a24-5d4f-4415-8a77-0c3454d3ae41","Acacia xanthophloea",8.5,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",92.6558939065209,1034.83962594448
2024-10-12 06:13:39.258,2024-10-11 08:58:08.274,2024-10-11 09:00:25.846,"david_makori","cropland_agroforestry","Acacia","acacia","xanthophloea","no",45,750,320,-0.8572017,35.4048233,1956.6,5,"uuid:f616175d-3377-4b96-9bd3-8fb4dfcaae48","Acacia xanthophloea",7.5,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",55.424633358725,619.017360200725
2024-10-12 06:13:31.497,2024-10-11 08:55:36.003,2024-10-11 08:58:03.938,"david_makori","cropland_agroforestry","Acacia","acacia","xanthophloea","no",55,850,450,-0.8571097,35.4048814,1955.9,4.82,"uuid:cbe7e2af-863b-48fc-94ec-41d0aee31d4f","Acacia xanthophloea",8.5,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",92.6558939065209,1034.83962594448
2024-10-12 06:13:24.624,2024-10-11 08:52:22.765,2024-10-11 08:55:32.143,"david_makori","cropland_agroforestry","Acacia","acacia","xanthophloea","no",55,850,560,-0.8571149,35.4049459,1904.3,4.9,"uuid:8a606178-22cb-4cc9-bbd1-2548fb543706","Acacia xanthophloea",8.5,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",92.6558939065209,1034.83962594448
2024-10-12 06:13:19.188,2024-10-11 08:47:44.06,2024-10-11 08:51:59.234,"david_makori","cropland_agroforestry","Acacia","acacia","xanthophloea","no",25,450,350,-0.8569683,35.4050733,1878.4,4.675,"uuid:fd3eb3ef-c385-44f1-8d71-8456b24354c1","Acacia xanthophloea",4.5,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",10.6877557276243,119.367615734398
2024-10-12 06:13:04.237,2024-10-11 08:42:59.027,2024-10-11 08:47:38.453,"david_makori","cropland_agroforestry","Acacia","acacia","tortilis","no",20,650,450,-0.8567612,35.405063,1893.8,4.86,"uuid:293e93d9-5934-461d-a103-3d947ec9ca0c","Acacia tortilis",6.5,"Acacia","tortilis",0.787831280193237,0.0941339098036177,"Fabaceae",10.2789291994947,114.801582494541
2024-10-11 19:56:06.48,2024-10-11 11:00:30.677,2024-10-11 11:06:10.039,"juliet_onditi","pasture_agroforestry","Black wattle","acacia","mearnsii","no",15,450,6,-0.828205,35.4499512,1970,4.3,"uuid:ad77f0a1-1ffe-43d7-a631-fc88dbc3cd98","Acacia mearnsii",4.5,"Acacia","mearnsii",0.659666666666667,0.0708232617216773,"Fabaceae",3.4430344320349,38.453986179828
2024-10-11 19:52:47.117,2024-10-11 09:02:20.957,2024-10-11 09:03:48.357,"juliet_onditi","cropland_agroforestry","Acacia","acacia","xanthophloea","no",20,500,10,-0.8571934,35.4049751,1918.6,4,"uuid:648ef56d-4a6a-4185-8277-3abd3762f01e","Acacia xanthophloea",5,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",7.66262345583772,85.5810251940642
2024-10-11 19:52:19.753,2024-10-11 09:00:40.35,2024-10-11 09:02:16.636,"juliet_onditi","cropland_agroforestry","Acacia","acacia","xanthophloea","no",40,500,13,-0.8570817,35.4049767,1918.7,4.9,"uuid:09769618-7753-4e65-b708-54e0609d9e58","Acacia xanthophloea",5,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",29.6474971663053,331.121999737247
2024-10-11 19:51:58.873,2024-10-11 08:59:26.478,2024-10-11 09:00:34.654,"juliet_onditi","cropland_agroforestry","Acacia","acacia","xanthophloea","no",50,550,12,-0.8570567,35.404985,1918.6,4.9,"uuid:409f2766-7eff-45cf-a4ce-ffa480836958","Acacia xanthophloea",5.5,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",50.2985704855576,561.766247912194
2024-10-11 19:51:51.711,2024-10-11 11:00:16.415,2024-10-11 11:01:51.664,"sarah_mwangi","pasture_agroforestry","Umbrella acacia","acacia","tortilis","no",18,150,250,-0.8283016,35.4497671,1977.4,4.9,"uuid:fe60e706-d18f-4c3a-a07f-a910beafa450","Acacia tortilis",1.5,"Acacia","tortilis",0.787831280193237,0.0941339098036177,"Fabaceae",2.0002804293822,22.340396968317
2024-10-11 19:51:45.41,2024-10-11 08:57:51.892,2024-10-11 08:59:23.859,"juliet_onditi","cropland_agroforestry","Acacia","acacia","xanthophloea","no",50,600,12,-0.8570465,35.4049299,1918.6,4.9,"uuid:6bb88735-99a2-47bd-955c-3b032d8fc94e","Acacia xanthophloea",6,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",54.7567013817745,611.55747342999
2024-10-11 19:51:44.362,2024-10-11 10:58:51.1,2024-10-11 11:00:13.763,"sarah_mwangi","pasture_agroforestry","Umbrella acacia","acacia","tortilis","no",35,220,240,-0.8280707,35.4498408,1977.4,5,"uuid:55fa2941-f9f1-4bb5-93a0-7d8f991e0364","Acacia tortilis",2.2,"Acacia","tortilis",0.787831280193237,0.0941339098036177,"Fabaceae",10.6453328732093,118.893810464777
2024-10-11 19:51:33.227,2024-10-11 10:55:49.841,2024-10-11 10:58:47.361,"sarah_mwangi","pasture_agroforestry","Black wattle","acacia","mearnsii","no",40,500,300,-0.8278995,35.4498038,1977.6,4.74,"uuid:56b2353b-ff96-49f9-9b55-7881d16840f7","Acacia mearnsii",5,"Acacia","mearnsii",0.659666666666667,0.0708232617216773,"Fabaceae",25.8875912105377,289.128991966167
2024-10-11 19:51:32.353,2024-10-11 08:55:37.751,2024-10-11 08:57:43.785,"juliet_onditi","cropland_agroforestry","Acacia","acacia","tortilis","no",50,500,15,-0.8571169,35.4050383,1918.7,4.52,"uuid:da067c33-f62f-4a47-b349-25e62fc89807","Acacia tortilis",5,"Acacia","tortilis",0.787831280193237,0.0941339098036177,"Fabaceae",47.5902580571609,531.518101764357
2024-10-11 19:51:22.429,2024-10-11 08:53:21.491,2024-10-11 08:55:05.599,"juliet_onditi","cropland_agroforestry","Acacia","acacia","tortilis","no",60,500,15,-0.856987,35.4051347,1918.6,4.04,"uuid:a8f93dd2-31ac-4eb6-95a2-c8479fbaa4da","Acacia tortilis",5,"Acacia","tortilis",0.787831280193237,0.0941339098036177,"Fabaceae",67.932852663747,758.717064570308
2024-10-11 19:50:43.588,2024-10-11 08:50:40.796,2024-10-11 08:52:25.955,"juliet_onditi","cropland_agroforestry","Acacia","acacia","xanthophloea","no",10,300,5,-0.8567533,35.4050783,1922.7,4.7,"uuid:acb48e8b-e1cc-4732-88ab-9ecf0288dcf7","Acacia xanthophloea",3,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",1.2029360870093,13.4351510500964
2024-10-11 19:50:37.359,2024-10-11 10:44:26.065,2024-10-11 10:46:54.544,"sarah_mwangi","pasture_agroforestry","Acacia","acacia","xanthophloea","no",30,320,300,-0.82804,35.4495983,1977.8,4.9,"uuid:6f2386b8-e358-4fc3-bbbb-16cfb75b4725","Acacia xanthophloea",3.2,"Acacia","xanthophloea",0.758,0.0708232617216773,"Fabaceae",10.9380342005704,122.162884015839
